-------------------------------- 
Annual Mean Surface Temperature Anomaly Observations 
Column #1 = Global Surface, units = deg C 
Column #2 = Arctic Surface Temperature (70-90 N), units = deg C 
Source: GISTEMP, Hansen et al. 2010; anomaly calculated with respect to 1951-1980 base period 
Data were downloaded April 2025 from http://www.esrl.noaa.gov/psd/data/gridded/data.gistemp.html 
Data munged by Jennifer.E.Kay@colorado.edu using GISTEMP_timeseries_through2024.ncl, last update April 2025 
-------------------------------- 
            1880,           -0.20,           -1.01
            1881,           -0.13,           -1.12
            1882,           -0.14,           -1.77
            1883,           -0.21,           -0.13
            1884,           -0.32,           -1.04
            1885,           -0.36,           -1.90
            1886,           -0.34,           -2.23
            1887,           -0.38,           -2.06
            1888,           -0.20,           -1.41
            1889,           -0.12,           -0.87
            1890,           -0.37,           -1.11
            1891,           -0.23,           -1.29
            1892,           -0.30,           -1.36
            1893,           -0.32,           -0.65
            1894,           -0.32,           -1.31
            1895,           -0.24,           -0.84
            1896,           -0.15,           -1.06
            1897,           -0.13,           -0.63
            1898,           -0.30,           -1.51
            1899,           -0.20,           -1.43
            1900,           -0.10,           -0.76
            1901,           -0.17,           -0.76
            1902,           -0.30,           -1.69
            1903,           -0.39,           -0.45
            1904,           -0.48,           -0.33
            1905,           -0.27,           -0.15
            1906,           -0.23,           -0.28
            1907,           -0.41,           -0.59
            1908,           -0.43,           -0.29
            1909,           -0.50,           -0.78
            1910,           -0.45,           -0.82
            1911,           -0.45,           -0.39
            1912,           -0.37,           -0.66
            1913,           -0.37,           -0.78
            1914,           -0.18,           -0.50
            1915,           -0.15,           -0.77
            1916,           -0.38,           -0.64
            1917,           -0.48,           -1.12
            1918,           -0.32,           -1.25
            1919,           -0.29,           -0.74
            1920,           -0.29,           -0.12
            1921,           -0.20,           -0.15
            1922,           -0.30,           -0.27
            1923,           -0.27,            0.28
            1924,           -0.27,            0.45
            1925,           -0.23,           -0.07
            1926,           -0.10,            0.47
            1927,           -0.22,            0.07
            1928,           -0.20,            0.77
            1929,           -0.36,            0.28
            1930,           -0.15,            0.74
            1931,           -0.08,            0.74
            1932,           -0.15,            0.63
            1933,           -0.29,            0.13
            1934,           -0.12,            1.04
            1935,           -0.20,            0.41
            1936,           -0.14,            0.63
            1937,           -0.02,            1.44
            1938,            0.00,            1.88
            1939,           -0.02,            0.61
            1940,            0.14,            1.14
            1941,            0.19,            0.03
            1942,            0.07,            0.96
            1943,            0.09,            1.51
            1944,            0.20,            1.21
            1945,            0.10,            0.89
            1946,           -0.07,            0.07
            1947,           -0.01,            1.34
            1948,           -0.10,           -0.08
            1949,           -0.11,            0.20
            1950,           -0.18,            0.31
            1951,           -0.07,            0.05
            1952,            0.01,            0.50
            1953,            0.09,            1.14
            1954,           -0.13,            1.05
            1955,           -0.14,           -0.15
            1956,           -0.18,            0.30
            1957,            0.05,            0.08
            1958,            0.06,           -0.11
            1959,            0.02,            0.57
            1960,           -0.03,            0.38
            1961,            0.06,           -0.22
            1962,            0.03,            0.32
            1963,            0.06,           -0.44
            1964,           -0.20,           -0.71
            1965,           -0.11,           -0.17
            1966,           -0.06,           -0.78
            1967,           -0.02,            0.26
            1968,           -0.08,           -0.50
            1969,            0.05,            0.07
            1970,            0.02,           -0.26
            1971,           -0.08,           -0.04
            1972,           -0.00,           -0.16
            1973,            0.17,           -0.08
            1974,           -0.06,           -0.11
            1975,           -0.02,           -0.07
            1976,           -0.11,            0.00
            1977,            0.18,            0.02
            1978,            0.06,           -0.30
            1979,            0.16,           -0.77
            1980,            0.26,            0.15
            1981,            0.33,            0.96
            1982,            0.13,           -0.47
            1983,            0.31,            0.07
            1984,            0.16,            0.54
            1985,            0.11,            0.48
            1986,            0.17,           -0.15
            1987,            0.31,           -0.52
            1988,            0.39,            0.37
            1989,            0.27,            0.12
            1990,            0.44,            0.65
            1991,            0.41,            0.67
            1992,            0.22,           -0.28
            1993,            0.23,            0.46
            1994,            0.32,            0.35
            1995,            0.44,            1.26
            1996,            0.34,            0.86
            1997,            0.46,            0.63
            1998,            0.61,            0.95
            1999,            0.37,            0.43
            2000,            0.40,            0.92
            2001,            0.54,            1.07
            2002,            0.63,            1.27
            2003,            0.62,            1.36
            2004,            0.54,            0.34
            2005,            0.68,            2.07
            2006,            0.64,            2.04
            2007,            0.67,            2.22
            2008,            0.54,            1.69
            2009,            0.66,            1.68
            2010,            0.73,            2.50
            2011,            0.61,            2.65
            2012,            0.64,            2.65
            2013,            0.68,            1.64
            2014,            0.75,            2.22
            2015,            0.89,            2.21
            2016,            1.02,            3.65
            2017,            0.92,            2.70
            2018,            0.85,            2.42
            2019,            0.98,            2.91
            2020,            1.01,            3.10
            2021,            0.85,            2.45
            2022,            0.90,            2.54
            2023,            1.17,            2.79
            2024,            1.29,            3.15
